id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
CPI-019778,P18827,Q9HCK4,SDC1_HUMAN,ROBO2_HUMAN,"HPMR,OmniPath","PMID: 14761655,PMID: 15130495"
CPI-019779,P35442,P18827,TSP2_HUMAN,SDC1_HUMAN,"OmniPath,Wang",
CPI-019780,P18827,P35442,SDC1_HUMAN,TSP2_HUMAN,"OmniPath,Wang",
CPI-019781,Q9UQD0,P18827,SCN8A_HUMAN,SDC1_HUMAN,"KEGG,OmniPath",
CPI-019782,P18827,Q9UQD0,SDC1_HUMAN,SCN8A_HUMAN,"KEGG,OmniPath",
CPI-019783,P24821,P18827,TENA_HUMAN,SDC1_HUMAN,"KEGG,OmniPath,Wang",
CPI-019784,P18827,P24821,SDC1_HUMAN,TENA_HUMAN,"KEGG,OmniPath,Wang",
CPI-019785,P18827,P06756,SDC1_HUMAN,ITAV_HUMAN,"KEGG,OmniPath",PMID: 
CPI-019786,Q9Y251,P18827,HPSE_HUMAN,SDC1_HUMAN,"OmniPath,Wang",
CPI-019787,P18827,Q9Y251,SDC1_HUMAN,HPSE_HUMAN,"KEGG,OmniPath,Wang",
CPI-019788,P49747,P18827,COMP_HUMAN,SDC1_HUMAN,"KEGG,OmniPath,Wang",
CPI-019789,P18827,P49747,SDC1_HUMAN,COMP_HUMAN,"KEGG,OmniPath,Wang",
CPI-019790,P12107,P18827,COBA1_HUMAN,SDC1_HUMAN,"OmniPath,Wang",
CPI-019791,P18827,P12107,SDC1_HUMAN,COBA1_HUMAN,"OmniPath,Wang",
CPI-019792,Q9UQP3,P18827,TENN_HUMAN,SDC1_HUMAN,"OmniPath,Wang",
CPI-019793,P18827,Q9UQP3,SDC1_HUMAN,TENN_HUMAN,"OmniPath,Wang",
CPI-019794,Q92752,P18827,TENR_HUMAN,SDC1_HUMAN,"OmniPath,Wang",
CPI-019795,P18827,Q92752,SDC1_HUMAN,TENR_HUMAN,"OmniPath,Wang",
CPI-019796,P02461,P18827,CO3A1_HUMAN,SDC1_HUMAN,"OmniPath,Wang",
CPI-019797,P18827,P02461,SDC1_HUMAN,CO3A1_HUMAN,"OmniPath,Wang",
CPI-019798,P49746,P18827,TSP3_HUMAN,SDC1_HUMAN,"OmniPath,Wang",
CPI-019799,P18827,P49746,SDC1_HUMAN,TSP3_HUMAN,"OmniPath,Wang",
CPI-019800,P25940,P18827,CO5A3_HUMAN,SDC1_HUMAN,"OmniPath,Wang",
CPI-019801,P18827,P25940,SDC1_HUMAN,CO5A3_HUMAN,"OmniPath,Wang",
CPI-019802,P35443,P18827,TSP4_HUMAN,SDC1_HUMAN,"OmniPath,Wang",
CPI-019803,P18827,P35443,SDC1_HUMAN,TSP4_HUMAN,"OmniPath,Wang",
CPI-019804,P22105,P18827,TENX_HUMAN,SDC1_HUMAN,"OmniPath,Wang",
CPI-019805,P18827,P22105,SDC1_HUMAN,TENX_HUMAN,"OmniPath,Wang",
CPI-019806,P18827,P35613,SDC1_HUMAN,BASI_HUMAN,"OmniPath,Wang",
CPI-019807,Q9GZZ8,P18827,LACRT_HUMAN,SDC1_HUMAN,"OmniPath,Ramilowski2015",
CPI-019808,O43242,P28066,PSMD3_HUMAN,PSA5_HUMAN,"Macrophage,OmniPath,Wang","PMID: 15653075,PMID: 9620878,PMID: 9741626"
CPI-019809,O43242,P35998,PSMD3_HUMAN,PRS7_HUMAN,"Macrophage,OmniPath,Wang",PMID: 9476896
CPI-019810,O43242,P25787,PSMD3_HUMAN,PSA2_HUMAN,"Macrophage,OmniPath,Wang","PMID: 15653075,PMID: 9620878,PMID: 9741626"
CPI-019811,O43242,P20618,PSMD3_HUMAN,PSB1_HUMAN,"Macrophage,OmniPath,Wang","PMID: 9620878,PMID: 9741626"
CPI-019812,O43242,P43686,PSMD3_HUMAN,PRS6B_HUMAN,"Macrophage,OmniPath,Wang",PMID: 9476896
CPI-019813,O43242,Q15008,PSMD3_HUMAN,PSMD6_HUMAN,"Macrophage,OmniPath,Wang",PMID: 9476896
CPI-019814,O43242,Q99436,PSMD3_HUMAN,PSB7_HUMAN,"Macrophage,OmniPath,Wang","PMID: 15653075,PMID: 9620878,PMID: 9741626"
CPI-019815,O43242,O00487,PSMD3_HUMAN,PSDE_HUMAN,"OmniPath,Wang",
CPI-019816,Q9NPB6,Q8N3R9,PAR6A_HUMAN,MPP5_HUMAN,"KEGG,OmniPath,Wang",
CPI-019817,Q9NPB6,Q9BUF7,PAR6A_HUMAN,CRUM3_HUMAN,"KEGG,OmniPath",
CPI-019818,P09769,P54762,FGR_HUMAN,EPHB1_HUMAN,"OmniPath,Wang",PMID: 
CPI-019819,P54762,P09769,EPHB1_HUMAN,FGR_HUMAN,"OmniPath,Wang",
CPI-019820,P13385,P09769,TDGF1_HUMAN,FGR_HUMAN,"OmniPath,Wang",
CPI-019821,P09769,P13385,FGR_HUMAN,TDGF1_HUMAN,"OmniPath,Wang",
CPI-019822,Q06418,P09769,TYRO3_HUMAN,FGR_HUMAN,"OmniPath,Wang",
CPI-019823,P09769,Q06418,FGR_HUMAN,TYRO3_HUMAN,"OmniPath,Wang",
CPI-019824,P19086,P09769,GNAZ_HUMAN,FGR_HUMAN,"OmniPath,Wang",
CPI-019825,P09769,P19086,FGR_HUMAN,GNAZ_HUMAN,"OmniPath,Wang",
CPI-019826,P09769,P98172,FGR_HUMAN,EFNB1_HUMAN,"OmniPath,Wang",
CPI-019827,P98172,P09769,EFNB1_HUMAN,FGR_HUMAN,"OmniPath,Wang",
CPI-019828,P09769,P20827,FGR_HUMAN,EFNA1_HUMAN,"OmniPath,Wang",PMID: 
CPI-019829,Q8TD08,P09769,MK15_HUMAN,FGR_HUMAN,"OmniPath,Wang",
CPI-019830,P09769,Q8TD08,FGR_HUMAN,MK15_HUMAN,"OmniPath,Wang",
CPI-019831,P09769,P29320,FGR_HUMAN,EPHA3_HUMAN,"OmniPath,Wang",PMID: 
CPI-019832,P21453,P09769,S1PR1_HUMAN,FGR_HUMAN,"OmniPath,Wang",
CPI-019833,P09769,P21453,FGR_HUMAN,S1PR1_HUMAN,"OmniPath,Wang",
CPI-019834,P09769,P21709,FGR_HUMAN,EPHA1_HUMAN,"OmniPath,Wang",PMID: 
CPI-019835,P02766,P08138,TTHY_HUMAN,TNR16_HUMAN,"CellPhoneDB,IMEx,InnateDB-All,MINT,OmniPath",
CPI-019836,P06881,P13232,CALCA_HUMAN,IL7_HUMAN,"OmniPath,Wang",
CPI-019837,P13232,P06881,IL7_HUMAN,CALCA_HUMAN,"OmniPath,Wang",
CPI-019838,P01258,P13232,CALC_HUMAN,IL7_HUMAN,"OmniPath,Wang",
CPI-019839,P13232,P01258,IL7_HUMAN,CALC_HUMAN,"OmniPath,Wang",
CPI-019840,Q9NRA1,P30530,PDGFC_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019841,Q9NRA1,P54762,PDGFC_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019842,Q9NRA1,Q01973,PDGFC_HUMAN,ROR1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019843,Q9NRA1,P22607,PDGFC_HUMAN,FGFR3_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019844,Q9NRA1,P34925,PDGFC_HUMAN,RYK_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019845,Q9NRA1,P21802,PDGFC_HUMAN,FGFR2_HUMAN,"OmniPath,Signor,Wang",PMID: 17306385
CPI-019846,Q9NRA1,P17948,PDGFC_HUMAN,VGFR1_HUMAN,"OmniPath,Signor,Wang",PMID: 17306385
CPI-019847,Q9NRA1,Q06418,PDGFC_HUMAN,TYRO3_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019848,Q9NRA1,Q02763,PDGFC_HUMAN,TIE2_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019849,Q9NRA1,Q12866,PDGFC_HUMAN,MERTK_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019850,Q9NRA1,O15146,PDGFC_HUMAN,MUSK_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019851,Q9NRA1,P54753,PDGFC_HUMAN,EPHB3_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019852,Q9NRA1,Q15375,PDGFC_HUMAN,EPHA7_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019853,Q9NRA1,P29322,PDGFC_HUMAN,EPHA8_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019854,Q9NRA1,Q9UF33,PDGFC_HUMAN,EPHA6_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019855,Q9NRA1,P29320,PDGFC_HUMAN,EPHA3_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019856,Q9NRA1,P14616,PDGFC_HUMAN,INSRR_HUMAN,"OmniPath,Signor,Wang",PMID: 17306385
CPI-019857,Q9NRA1,P54760,PDGFC_HUMAN,EPHB4_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019858,Q9NRA1,P22455,PDGFC_HUMAN,FGFR4_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019859,Q9NRA1,Q13308,PDGFC_HUMAN,PTK7_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019860,Q9NRA1,P35590,PDGFC_HUMAN,TIE1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019861,Q9NRA1,P21709,PDGFC_HUMAN,EPHA1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019862,Q9NRA1,Q16832,PDGFC_HUMAN,DDR2_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019863,Q9NRA1,P54756,PDGFC_HUMAN,EPHA5_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019864,P80370,Q9UM47,DLK1_HUMAN,NOTC3_HUMAN,"CellPhoneDB,OmniPath",PMID: 22353464
CPI-019865,P80370,Q99466,DLK1_HUMAN,NOTC4_HUMAN,"CellPhoneDB,OmniPath",PMID: 22353464
CPI-019866,O00192,P33151,ARVC_HUMAN,CADH5_HUMAN,"OmniPath,Signor",PMID: 14610055
CPI-019867,P05362,P33151,ICAM1_HUMAN,CADH5_HUMAN,"OmniPath,Wang",
CPI-019868,P33151,P05362,CADH5_HUMAN,ICAM1_HUMAN,"OmniPath,Wang",
CPI-019869,P02671,P33151,FIBA_HUMAN,CADH5_HUMAN,"OmniPath,Ramilowski2015",
CPI-019870,P33151,Q12913,CADH5_HUMAN,PTPRJ_HUMAN,"OmniPath,Wang",PMID: 
CPI-019871,P80303,Q9NZ08,NUCB2_HUMAN,ERAP1_HUMAN,"OmniPath,Ramilowski2015",
CPI-019872,P23946,P14138,CMA1_HUMAN,EDN3_HUMAN,"OmniPath,Signor",PMID: 9257865
CPI-019873,P30530,Q63HR2,UFO_HUMAN,TNS2_HUMAN,"OmniPath,SignaLink3",PMID: 12470648
CPI-019874,P31371,P30530,FGF9_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019875,P05230,P30530,FGF1_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019876,P30530,Q13261,UFO_HUMAN,I15RA_HUMAN,"CellPhoneDB,I2D,OmniPath",
CPI-019877,P08620,P30530,FGF4_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019878,Q15389,P30530,ANGP1_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019879,P21781,P30530,FGF7_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019880,Q14393,P30530,GAS6_HUMAN,UFO_HUMAN,"Guide2Pharma,HPMR,KEGG,OmniPath,Ramilowski2015,Signor,Wang","PMID: 16362042,PMID: 7854420,PMID: 7867073,PMID: 8939948"
CPI-019881,P30530,Q14393,UFO_HUMAN,GAS6_HUMAN,"CellPhoneDB,Guide2Pharma_CP,KEGG,OmniPath,Wang",
CPI-019882,P34130,P30530,NTF4_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019883,P20827,P30530,EFNA1_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019884,O43921,P30530,EFNA2_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019885,Q9GZV9,P30530,FGF23_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019886,P52797,P30530,EFNA3_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019887,P12034,P30530,FGF5_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019888,P49763,P30530,PLGF_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019889,P49767,P30530,VEGFC_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019890,Q9NP95,P30530,FGF20_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019891,O95750,P30530,FGF19_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019892,Q9Y264,P30530,ANGP4_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019893,O43915,P30530,VEGFD_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019894,P52798,P30530,EFNA4_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019895,Q9NSA1,P30530,FGF21_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019896,O14944,P30530,EREG_HUMAN,UFO_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019897,P07237,P13726,PDIA1_HUMAN,TF_HUMAN,"OmniPath,Wang",PMID: 
CPI-019898,P07237,P04114,PDIA1_HUMAN,APOB_HUMAN,"OmniPath,Wang",
CPI-019899,P07237,P00742,PDIA1_HUMAN,FA10_HUMAN,"OmniPath,Wang",PMID: 
CPI-019900,P07237,P02652,PDIA1_HUMAN,APOA2_HUMAN,"OmniPath,Wang",PMID: 
CPI-019901,O00755,Q9UP38,WNT7A_HUMAN,FZD1_HUMAN,"Kirouac2010,OmniPath,Signor,Wang","PMID: 15578921,PMID: 23290138"
CPI-019902,O00755,Q9H461,WNT7A_HUMAN,FZD8_HUMAN,"OmniPath,Signor,Wang","PMID: 15578921,PMID: 23290138"
CPI-019903,O00755,Q9NPG1,WNT7A_HUMAN,FZD3_HUMAN,"OmniPath,SignaLink3,Signor,Wang","PMID: 15578921,PMID: 23290138"
CPI-019904,O00755,O00144,WNT7A_HUMAN,FZD9_HUMAN,"CellPhoneDB,I2D,OmniPath,Ramilowski2015,Signor,Wang","PMID: 15578921,PMID: 23290138"
CPI-019905,O00755,Q9ULW2,WNT7A_HUMAN,FZD10_HUMAN,"OmniPath,Ramilowski2015,Signor,Wang","PMID: 15578921,PMID: 18567805,PMID: 23290138"
CPI-019906,O00755,COMPLEX:O75197-O75581,WNT7A_HUMAN,COMPLEX:O75197-O75581,"OmniPath,Signor",PMID: 23209147
CPI-019907,O00755,P01130,WNT7A_HUMAN,LDLR_HUMAN,"CellPhoneDB,InnateDB-All,OmniPath",
CPI-019908,O95813,O00755,CER1_HUMAN,WNT7A_HUMAN,"OmniPath,Wang",
CPI-019909,O00755,O95813,WNT7A_HUMAN,CER1_HUMAN,"OmniPath,Wang",
CPI-019910,Q6FHJ7,O00755,SFRP4_HUMAN,WNT7A_HUMAN,"OmniPath,Wang",
CPI-019911,O00755,Q6FHJ7,WNT7A_HUMAN,SFRP4_HUMAN,"OmniPath,Wang",
CPI-019912,O96014,Q9H461,WNT11_HUMAN,FZD8_HUMAN,"OmniPath,Signor,Wang","PMID: 16273260,PMID: 23290138"
CPI-019913,O15146,O96014,MUSK_HUMAN,WNT11_HUMAN,"OmniPath,Signor","PMID: 22309736,PMID: 23151663"
CPI-019914,O96014,O15146,WNT11_HUMAN,MUSK_HUMAN,"OmniPath,Signor","PMID: 22309736,PMID: 23151663"
CPI-019915,O96014,Q9ULW2,WNT11_HUMAN,FZD10_HUMAN,"KEGG,OmniPath,Signor,Wang","PMID: 16273260,PMID: 23290138"
CPI-019916,O95813,O96014,CER1_HUMAN,WNT11_HUMAN,"OmniPath,Wang",
CPI-019917,O96014,O95813,WNT11_HUMAN,CER1_HUMAN,"OmniPath,Wang",
CPI-019918,P07437,P68366,TBB5_HUMAN,TBA4A_HUMAN,"OmniPath,Wang",
CPI-019919,P07437,P68371,TBB5_HUMAN,TBB4B_HUMAN,"OmniPath,Wang",
CPI-019920,P07437,Q12879,TBB5_HUMAN,NMDE1_HUMAN,"OmniPath,Wang",
CPI-019921,Q9H0F6,P08648,SHRPN_HUMAN,ITA5_HUMAN,"Adhesome,OmniPath",PMID: 21947080
CPI-019922,Q9H0F6,O43150,SHRPN_HUMAN,ASAP2_HUMAN,"Adhesome,OmniPath",PMID: 21829440
CPI-019923,Q9H0F6,P17301,SHRPN_HUMAN,ITA2_HUMAN,"Adhesome,OmniPath",PMID: 21947080
CPI-019924,Q9H0F6,P56199,SHRPN_HUMAN,ITA1_HUMAN,"Adhesome,OmniPath",PMID: 21947080
CPI-019925,P68366,P68371,TBA4A_HUMAN,TBB4B_HUMAN,"OmniPath,Wang",
CPI-019926,P68366,Q7Z460,TBA4A_HUMAN,CLAP1_HUMAN,"OmniPath,Wang",
CPI-019927,P04233,Q99538,HG2A_HUMAN,LGMN_HUMAN,"Macrophage,OmniPath",PMID: 14966190
CPI-019928,Q99538,P04233,LGMN_HUMAN,HG2A_HUMAN,"KEGG,OmniPath,Wang",PMID: 
CPI-019929,P31371,P54762,FGF9_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019930,P31371,Q01973,FGF9_HUMAN,ROR1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019931,P31371,P22607,FGF9_HUMAN,FGFR3_HUMAN,"CellPhoneDB,I2D,InnateDB-All,OmniPath,Ramilowski2015,SignaLink3,Signor,Wang","PMID: 10574949,PMID: 17306385,PMID: 8576175,PMID: 8663044"
CPI-019932,P31371,P34925,FGF9_HUMAN,RYK_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019933,P31371,P21802,FGF9_HUMAN,FGFR2_HUMAN,"CellPhoneDB,I2D,InnateDB-All,OmniPath,Ramilowski2015,Signor,Wang",PMID: 17306385
CPI-019934,P31371,P17948,FGF9_HUMAN,VGFR1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019935,P31371,Q06418,FGF9_HUMAN,TYRO3_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019936,P31371,Q02763,FGF9_HUMAN,TIE2_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019937,P31371,Q12866,FGF9_HUMAN,MERTK_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019938,P31371,O15146,FGF9_HUMAN,MUSK_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019939,P31371,P54753,FGF9_HUMAN,EPHB3_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019940,P31371,Q15375,FGF9_HUMAN,EPHA7_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019941,P31371,P29322,FGF9_HUMAN,EPHA8_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019942,P31371,Q9UF33,FGF9_HUMAN,EPHA6_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019943,P31371,P29320,FGF9_HUMAN,EPHA3_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019944,P31371,P14616,FGF9_HUMAN,INSRR_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019945,P31371,P10451,FGF9_HUMAN,OSTP_HUMAN,"OmniPath,Wang",PMID: 
CPI-019946,P31371,P54760,FGF9_HUMAN,EPHB4_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019947,P31371,P22455,FGF9_HUMAN,FGFR4_HUMAN,"CellPhoneDB,I2D,OmniPath,Ramilowski2015,Signor,Wang",PMID: 17306385
CPI-019948,P31371,Q13308,FGF9_HUMAN,PTK7_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019949,P31371,P35590,FGF9_HUMAN,TIE1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019950,P31371,P21709,FGF9_HUMAN,EPHA1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019951,P31371,Q16832,FGF9_HUMAN,DDR2_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019952,P31371,P54756,FGF9_HUMAN,EPHA5_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019953,P21854,Q92854,CD72_HUMAN,SEM4D_HUMAN,"CellPhoneDB,OmniPath",PMID: 22325954
CPI-019954,Q92854,P21854,SEM4D_HUMAN,CD72_HUMAN,"OmniPath,Ramilowski2015",
CPI-019955,P28066,P35998,PSA5_HUMAN,PRS7_HUMAN,"Macrophage,OmniPath,Wang","PMID: 15653075,PMID: 9620878,PMID: 9741626"
CPI-019956,P28066,P25787,PSA5_HUMAN,PSA2_HUMAN,"Macrophage,OmniPath,Wang",PMID: 9419215
CPI-019957,P28066,P20618,PSA5_HUMAN,PSB1_HUMAN,"Macrophage,OmniPath,Wang",PMID: 9419215
CPI-019958,P28066,P43686,PSA5_HUMAN,PRS6B_HUMAN,"Macrophage,OmniPath,Wang","PMID: 15653075,PMID: 9620878,PMID: 9741626"
CPI-019959,P28066,Q15008,PSA5_HUMAN,PSMD6_HUMAN,"Macrophage,OmniPath,Wang","PMID: 15653075,PMID: 9620878,PMID: 9741626"
CPI-019960,P28066,Q99436,PSA5_HUMAN,PSB7_HUMAN,"Macrophage,OmniPath,Wang",PMID: 9419215
CPI-019961,P28066,O00487,PSA5_HUMAN,PSDE_HUMAN,"OmniPath,Wang",
CPI-019962,O75159,P40238,SOCS5_HUMAN,TPOR_HUMAN,"OmniPath,Wang",
CPI-019963,P40238,O75159,TPOR_HUMAN,SOCS5_HUMAN,"OmniPath,Wang",
CPI-019964,Q9NZS2,P40238,KLRF1_HUMAN,TPOR_HUMAN,"KEGG,OmniPath",
CPI-019965,P40238,Q9NZS2,TPOR_HUMAN,KLRF1_HUMAN,"KEGG,OmniPath",
CPI-019966,P05230,P54762,FGF1_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019967,P54762,O95819,EPHB1_HUMAN,M4K4_HUMAN,"OmniPath,Wang",PMID: 
CPI-019968,P08620,P54762,FGF4_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019969,Q15389,P54762,ANGP1_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019970,P21781,P54762,FGF7_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019971,P52799,P54762,EFNB2_HUMAN,EPHB1_HUMAN,"HPMR,OmniPath,Ramilowski2015",PMID: 9330863
CPI-019972,P54762,P52799,EPHB1_HUMAN,EFNB2_HUMAN,"CellPhoneDB,OmniPath,Wang",PMID: 15114347
CPI-019973,P98172,P54762,EFNB1_HUMAN,EPHB1_HUMAN,"KEGG,OmniPath,Ramilowski2015,Signor",PMID: 11713248
CPI-019974,P54762,P98172,EPHB1_HUMAN,EFNB1_HUMAN,"CellPhoneDB,KEGG,OmniPath,Wang",PMID: 15114347
CPI-019975,P54762,O15197,EPHB1_HUMAN,EPHB6_HUMAN,"HPMR,OmniPath",PMID: 11713248
CPI-019976,P34130,P54762,NTF4_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019977,P20827,P54762,EFNA1_HUMAN,EPHB1_HUMAN,"OmniPath,Ramilowski2015,Signor",PMID: 17306385
CPI-019978,O43921,P54762,EFNA2_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019979,Q9GZV9,P54762,FGF23_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019980,P54762,Q15768,EPHB1_HUMAN,EFNB3_HUMAN,"CellPhoneDB,OmniPath,Wang",PMID: 15114347
CPI-019981,P52797,P54762,EFNA3_HUMAN,EPHB1_HUMAN,"OmniPath,Ramilowski2015,Signor,Wang",PMID: 17306385
CPI-019982,P54762,P52797,EPHB1_HUMAN,EFNA3_HUMAN,"OmniPath,Wang",
CPI-019983,P12034,P54762,FGF5_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019984,P49763,P54762,PLGF_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019985,P49767,P54762,VEGFC_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019986,Q9NP95,P54762,FGF20_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019987,O95750,P54762,FGF19_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019988,Q9Y264,P54762,ANGP4_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019989,O43915,P54762,VEGFD_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019990,P52798,P54762,EFNA4_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019991,Q9NSA1,P54762,FGF21_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019992,O14944,P54762,EREG_HUMAN,EPHB1_HUMAN,"OmniPath,Signor",PMID: 17306385
CPI-019993,P01185,P29972,NEU2_HUMAN,AQP1_HUMAN,"OmniPath,Wang",
CPI-019994,P29972,P01185,AQP1_HUMAN,NEU2_HUMAN,"OmniPath,Wang",
CPI-019995,P29972,P43116,AQP1_HUMAN,PE2R2_HUMAN,"KEGG,OmniPath",PMID: 
CPI-019996,O95967,P29972,FBLN4_HUMAN,AQP1_HUMAN,"OmniPath,Ramilowski2015",
CPI-019997,Q9BQ66,P29972,KR412_HUMAN,AQP1_HUMAN,"OmniPath,Ramilowski2015",
CPI-019998,P13667,P30101,PDIA4_HUMAN,PDIA3_HUMAN,"Macrophage,OmniPath",PMID: 10618487
CPI-019999,P61769,P30101,B2MG_HUMAN,PDIA3_HUMAN,"Macrophage,OmniPath","PMID: 10618487,PMID: 9597133"
CPI-020000,P30101,P61769,PDIA3_HUMAN,B2MG_HUMAN,"Macrophage,OmniPath","PMID: 10618487,PMID: 9597133"
CPI-020001,P56704,Q9UP38,WNT3A_HUMAN,FZD1_HUMAN,"CellPhoneDB,I2D,InnateDB-All,OmniPath,Ramilowski2015,SignaLink3,Signor,Wang","PMID: 10601008,PMID: 21078818,PMID: 23290138"
CPI-020002,Q9UP38,P56704,FZD1_HUMAN,WNT3A_HUMAN,"OmniPath,Wang",
CPI-020003,P34925,Q9UP38,RYK_HUMAN,FZD1_HUMAN,"OmniPath,Wang",
CPI-020004,Q9UP38,P34925,FZD1_HUMAN,RYK_HUMAN,"OmniPath,Wang",
CPI-020005,Q9Y6F9,Q9UP38,WNT6_HUMAN,FZD1_HUMAN,"CA1,Kirouac2010,OmniPath,Signor,Wang","PMID: 12857724,PMID: 23290138,PMID: 8717036"
CPI-020006,Q9UP38,Q9Y6F9,FZD1_HUMAN,WNT6_HUMAN,"OmniPath,Wang",
CPI-020007,Q9H1J7,Q9UP38,WNT5B_HUMAN,FZD1_HUMAN,"Kirouac2010,OmniPath,Signor,Wang",PMID: 23290138
CPI-020008,Q9UP38,Q9H1J7,FZD1_HUMAN,WNT5B_HUMAN,"OmniPath,Wang",
CPI-020009,Q07954,Q9UP38,LRP1_HUMAN,FZD1_HUMAN,"OmniPath,Wang",
