uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_reason,tags_description
P07949,RET_HUMAN,True,True,False,,,True,,False,,,,,
P25787,PSA2_HUMAN,False,False,False,,,False,,False,,,,,
Q9UKV5,AMFR_HUMAN,True,True,False,,,True,,False,,,,,
Q9UP52,TFR2_HUMAN,True,True,False,,,True,,False,,,,,
P01160,ANF_HUMAN,False,False,True,,,False,,False,,,,,
O75116,ROCK2_HUMAN,False,False,False,,,False,,False,,,,,
P43403,ZAP70_HUMAN,True,False,False,,,False,,False,,,,,
Q9UPT6,JIP3_HUMAN,False,False,False,,,False,,False,,,,,
Q14160,SCRIB_HUMAN,False,False,False,,,False,,False,,,,,
P02652,APOA2_HUMAN,False,False,False,,,False,,False,,,,,
Q96AC1,FERM2_HUMAN,False,True,False,,,True,,False,,,,,
P54803,GALC_HUMAN,True,False,True,,,False,,False,,,,,
P03951,FA11_HUMAN,False,False,True,,,False,,False,,,,,
Q9HC73,CRLF2_HUMAN,True,True,True,,,True,,False,,,,,
P30457,1A66_HUMAN,True,True,False,,,True,,False,,,,,
Q8NER1,TRPV1_HUMAN,True,True,False,,,True,,False,,,,,
P43489,TNR4_HUMAN,True,True,False,,,True,,False,,,,,
Q14254,FLOT2_HUMAN,False,False,False,,,False,,False,,,,,
P22105,TENX_HUMAN,False,True,False,,,False,,False,,,,,
Q9Y3L5,RAP2C_HUMAN,False,False,False,,,False,,False,,,,,
Q96QV1,HHIP_HUMAN,False,True,True,,,True,,False,,,,,
Q00604,NDP_HUMAN,False,True,True,,,True,,False,,,,,
P56945,BCAR1_HUMAN,False,False,False,,,False,,False,,,,,
P21926,CD9_HUMAN,True,True,False,,,True,,False,,,,,
Q13951,PEBB_HUMAN,False,False,False,,,False,,False,,,,,
Q02487,DSC2_HUMAN,True,True,False,,,False,,False,,,,,
Q14954,KI2S1_HUMAN,True,True,False,,,True,,False,,,,,
P35609,ACTN2_HUMAN,True,False,False,,,False,,False,,,,,
O43555,GON2_HUMAN,False,False,True,,,False,,False,,,,,
P16473,TSHR_HUMAN,True,True,False,,,True,,False,,,,,
P48745,CCN3_HUMAN,False,False,True,,,False,,False,,,,,
Q13361,MFAP5_HUMAN,True,True,True,,,False,,False,,,,,
P14780,MMP9_HUMAN,False,False,True,,,False,,False,,,,,
Q9UBY5,LPAR3_HUMAN,True,True,False,,,True,,False,,,,,
P08913,ADA2A_HUMAN,True,True,False,,,True,,False,,,,,
Q99460,PSMD1_HUMAN,False,False,False,,,False,,False,,,,,
Q15389,ANGP1_HUMAN,False,True,True,,,False,,False,,,,,
P22607,FGFR3_HUMAN,True,True,True,,,True,,False,,,,,
P26842,CD27_HUMAN,True,True,False,,,True,,False,,,,,
P20273,CD22_HUMAN,True,True,False,,,True,,False,,,,,
O43508,TNF12_HUMAN,True,True,True,,,False,,False,,,,,
P16188,1A30_HUMAN,True,True,False,,,True,,False,,,,,
Q14134,TRI29_HUMAN,False,False,False,,,False,,False,,,,,
O43353,RIPK2_HUMAN,False,False,False,,,False,,False,,,,,
P04792,HSPB1_HUMAN,False,False,False,,,False,,False,,,,,
P52799,EFNB2_HUMAN,True,True,False,,,True,,False,,,,,
Q8TCT9,HM13_HUMAN,True,True,False,,,False,,False,,,,,
O14786,NRP1_HUMAN,True,True,True,,,True,,False,,,,,
P28482,MK01_HUMAN,False,False,False,,,False,,False,,,,,
P60763,RAC3_HUMAN,False,False,False,,,False,,False,,,,,
Q8IU57,INLR1_HUMAN,True,True,False,,,True,,False,,,,,
Q99519,NEUR1_HUMAN,True,True,False,,,False,,False,,,,,
Q8NCW0,KREM2_HUMAN,True,True,True,,,True,,False,,,,,
Q96B97,SH3K1_HUMAN,False,False,False,,,False,,False,,,,,
Q8NFR9,I17RE_HUMAN,True,True,True,,,True,,False,,,,,
Q92914,FGF11_HUMAN,False,False,True,,,False,,False,,,,,
O14763,TR10B_HUMAN,True,True,False,,,True,,False,,,,,
P06850,CRF_HUMAN,True,False,True,,,False,,False,,,,,
Q9BX66,SRBS1_HUMAN,False,False,False,,,False,,False,,,,,
P14543,NID1_HUMAN,False,False,True,,,False,,False,,,,,
P24821,TENA_HUMAN,False,True,True,,,False,,False,,,,,
Q16363,LAMA4_HUMAN,False,True,False,,,False,,False,,,,,
P23470,PTPRG_HUMAN,True,True,False,,,True,,False,,,,,
O75914,PAK3_HUMAN,False,False,False,,,False,,False,,,,,
Q9UBS5,GABR1_HUMAN,True,True,False,,,True,,False,,,,,
P01148,GON1_HUMAN,False,False,True,,,False,,False,,,,,
Q29960,1C16_HUMAN,True,True,False,,,True,,False,,,,,
P35241,RADI_HUMAN,False,False,False,,,False,,False,,,,,
P04196,HRG_HUMAN,False,True,False,,,True,,False,,,,,
P01574,IFNB_HUMAN,False,False,True,,,False,,False,,,,,
P19174,PLCG1_HUMAN,False,False,False,,,False,,False,,,,,
Q9HCK4,ROBO2_HUMAN,True,True,False,,,True,,False,,,,,
Q9Y6N8,CAD10_HUMAN,True,True,False,,,True,,False,,,,,
P05113,IL5_HUMAN,False,False,True,,,False,,False,,,,,
Q12918,KLRB1_HUMAN,True,True,False,,,True,,False,,,,,
P08311,CATG_HUMAN,False,True,True,,,False,,False,,,,,
P42685,FRK_HUMAN,False,False,False,,,False,,False,,,,,
P22894,MMP8_HUMAN,False,False,False,,,False,,False,,,,,
Q07326,PIGF_HUMAN,False,False,False,,,False,,False,,,,,
O60896,RAMP3_HUMAN,True,True,False,,,True,,False,,,,,
Q9Y624,JAM1_HUMAN,True,True,False,,,True,,False,,,,,
O00463,TRAF5_HUMAN,False,True,False,,,True,,False,,,,,
P0DMV9,HS71B_HUMAN,False,False,False,,,False,,False,,,,,
Q9Y258,CCL26_HUMAN,False,False,True,,,False,,False,,,,,
O75173,ATS4_HUMAN,True,False,False,,,False,,False,,,,,
Q15149,PLEC_HUMAN,True,False,False,,,False,,False,,,,,
O75487,GPC4_HUMAN,False,True,True,,,True,,False,,,,,
P15509,CSF2R_HUMAN,True,True,True,,,True,,False,,,,,
Q15125,EBP_HUMAN,True,True,False,,,False,,False,,,,,
P08648,ITA5_HUMAN,True,True,False,,,True,,True,,,,,
P01730,CD4_HUMAN,True,True,True,,,True,,False,,,,,
Q9ULW2,FZD10_HUMAN,True,True,False,,,True,,False,,,,,
P43632,KI2S4_HUMAN,True,True,False,,,True,,False,,,,,
P22392,NDKB_HUMAN,False,False,False,,,False,,False,,,,,
P67870,CSK2B_HUMAN,False,False,False,,,False,,False,,,,,
P01133,EGF_HUMAN,True,True,True,,,True,,False,,,,,
P11717,MPRI_HUMAN,True,True,False,,,True,,False,,,,,
P08172,ACM2_HUMAN,True,True,False,,,True,,False,,,,,
O14544,SOCS6_HUMAN,False,False,False,,,False,,False,,,,,
P01225,FSHB_HUMAN,False,False,True,,,False,,False,,,,,
O60934,NBN_HUMAN,False,False,False,,,False,,False,,,,,
P55160,NCKPL_HUMAN,True,False,False,,,False,,False,,,,,
P29972,AQP1_HUMAN,True,True,False,,,True,,False,,,,,
Q6UVK1,CSPG4_HUMAN,True,True,False,,,True,,False,,,,,
P37023,ACVL1_HUMAN,True,True,False,,,True,,False,,,,,
P04114,APOB_HUMAN,False,True,False,,,False,,False,,,,,
Q07444,NKG2E_HUMAN,True,True,False,,,True,,False,,,,,
P54652,HSP72_HUMAN,False,True,False,,,False,,False,,,,,
P60903,S10AA_HUMAN,True,False,True,,,False,,False,,,,,
Q9Y2I1,NISCH_HUMAN,False,False,False,,,False,,False,,,,,
P09104,ENOG_HUMAN,False,False,False,,,False,,False,,,,,
Q29980,MICB_HUMAN,True,True,False,,,True,,False,,,,,
P23276,KELL_HUMAN,False,True,False,,,True,,False,,,,,
P54764,EPHA4_HUMAN,True,True,False,,,True,,False,,,,,
P40313,CTRL_HUMAN,False,False,False,,,False,,False,,,,,
P15529,MCP_HUMAN,True,True,False,,,True,,False,,,,,
P15976,GATA1_HUMAN,False,False,False,,,False,,False,,,,,
O60494,CUBN_HUMAN,False,True,True,,,True,,False,,,,,
Q8NI17,IL31R_HUMAN,True,True,True,,,True,,False,,,,,
Q14242,SELPL_HUMAN,True,True,True,,,True,,False,,,,,
Q14654,KCJ11_HUMAN,True,False,False,,,False,,False,,,,,
Q13522,PPR1A_HUMAN,True,False,False,,,False,,False,,,,,
O14733,MP2K7_HUMAN,False,False,True,,,False,,False,,,,,
Q07889,SOS1_HUMAN,False,False,False,,,False,,False,,,,,
P10070,GLI2_HUMAN,False,False,False,,,False,,False,,,,,
P60568,IL2_HUMAN,True,False,True,,,False,,False,,,,,
Q05586,NMDZ1_HUMAN,True,True,False,,,True,,False,,,,,
O95999,BCL10_HUMAN,False,False,False,,,False,,False,,,,,
Q5DX21,IGS11_HUMAN,True,True,False,,,True,,False,,,,,
P63244,RACK1_HUMAN,False,False,False,,,False,,False,,,,,
P14151,LYAM1_HUMAN,True,True,False,,,True,,False,,,,,
Q9UMF0,ICAM5_HUMAN,True,True,False,,,False,,False,,,,,
P63000,RAC1_HUMAN,True,False,False,,,False,,False,,,,,
P78352,DLG4_HUMAN,True,False,False,,,False,,False,,,,,
P02794,FRIH_HUMAN,False,False,False,,,False,,False,,,,,
Q06889,EGR3_HUMAN,False,False,False,,,False,,False,,,,,
P80108,PHLD_HUMAN,False,False,False,,,False,,False,,,,,
Q12805,FBLN3_HUMAN,True,True,True,,,False,,False,,,,,
Q16881,TRXR1_HUMAN,False,False,True,,,False,,False,,,,,
P13349,MYF5_HUMAN,False,False,False,,,False,,False,,,,,
Q9NRA1,PDGFC_HUMAN,True,True,True,,,True,,False,,,,,
P01031,CO5_HUMAN,False,False,True,,,False,,False,,,,,
Q9UHD0,IL19_HUMAN,False,False,True,,,False,,False,,,,,
P23141,EST1_HUMAN,False,True,True,,,False,,False,,,,,
A4D0S4,LAMB4_HUMAN,False,False,False,,,False,,False,,,,,
Q08493,PDE4C_HUMAN,False,False,False,,,False,,False,,,,,
Q9NQC7,CYLD_HUMAN,False,False,False,,,False,,False,,,,,
O75190,DNJB6_HUMAN,False,False,True,,,False,,False,,,,,
Q14574,DSC3_HUMAN,True,True,False,,,False,,False,,,,,
Q9UBN4,TRPC4_HUMAN,True,True,False,,,False,,False,,,,,
Q92915,FGF14_HUMAN,False,False,True,,,False,,False,,,,,
Q9NPF7,IL23A_HUMAN,False,False,True,,,False,,False,,,,,
P35225,IL13_HUMAN,True,True,True,,,True,,False,,,,,
P52333,JAK3_HUMAN,False,False,False,,,False,,False,,,,,
P50052,AGTR2_HUMAN,True,True,False,,,True,,False,,,,,
P01567,IFNA7_HUMAN,False,False,True,,,False,,False,,,,,
P61278,SMS_HUMAN,False,False,True,,,False,,False,,,,,
Q6UX15,LAYN_HUMAN,True,True,False,,,True,,False,,,,,
Q92828,COR2A_HUMAN,False,False,False,,,False,,False,,,,,
Q07869,PPARA_HUMAN,False,False,False,,,False,,False,,,,,
Q00994,BEX3_HUMAN,False,True,False,,,True,,False,,,,,
Q8IY33,MILK2_HUMAN,False,False,False,,,False,,False,,,,,
Q14155,ARHG7_HUMAN,False,False,False,,,False,,False,,,,,
Q9Y6Q6,TNR11_HUMAN,True,True,False,,,True,,False,,,,,
P16278,BGAL_HUMAN,False,True,True,,,False,,False,,,,,
Q30201,HFE_HUMAN,True,True,False,,,True,,False,,,,,
P04216,THY1_HUMAN,True,True,True,,,True,,False,,,,,
Q96DB9,FXYD5_HUMAN,True,True,False,,,False,,False,,,,,
Q16581,C3AR_HUMAN,True,True,False,,,True,,False,,,,,
P63027,VAMP2_HUMAN,True,False,False,,,False,,False,,,,,
P35125,UBP6_HUMAN,True,False,False,,,False,,False,,,,,
P26006,ITA3_HUMAN,True,True,False,,,True,,True,,,,,
P16035,TIMP2_HUMAN,False,True,True,,,False,,False,,,,,
O75712,CXB3_HUMAN,False,True,False,,,False,,False,,,,,
O75923,DYSF_HUMAN,True,False,False,,,True,,False,,,,,
P01178,NEU1_HUMAN,False,False,True,,,False,,False,,,,,
P35030,TRY3_HUMAN,False,False,False,,,False,,False,,,,,
Q14627,I13R2_HUMAN,True,True,False,,,True,,False,,,,,
Q9Y4D7,PLXD1_HUMAN,True,True,False,,,True,,False,,,,,
Q8TD07,RAE1E_HUMAN,True,True,True,,,False,,False,,,,,
Q15375,EPHA7_HUMAN,True,True,True,,,True,,False,,,,,
O14757,CHK1_HUMAN,False,False,False,,,False,,False,,,,,
P51531,SMCA2_HUMAN,False,False,False,,,False,,False,,,,,
Q5D1E8,ZC12A_HUMAN,False,False,False,,,False,,False,,,,,
P10586,PTPRF_HUMAN,True,True,False,,,True,,False,,,,,
P11215,ITAM_HUMAN,True,True,False,,,True,,True,,,,,
P24522,GA45A_HUMAN,False,False,True,,,False,,False,,,,,
Q9GZT5,WN10A_HUMAN,False,False,True,,,False,,False,,,,,
P02765,FETUA_HUMAN,False,True,False,,,False,,False,,,,,
Q9HBI0,PARVG_HUMAN,False,False,True,,,False,,False,,,,,
Q86YT9,JAML_HUMAN,False,True,False,,,False,,False,,,,,
P10636,TAU_HUMAN,False,False,False,,,False,,False,,,,,
Q96PD4,IL17F_HUMAN,False,False,True,,,False,,False,,,,,
P30101,PDIA3_HUMAN,False,True,True,,,True,,False,,,,,
O60469,DSCAM_HUMAN,False,True,False,,,False,,False,,,,,
O75015,FCG3B_HUMAN,False,True,True,,,True,,False,,,,,
P25101,EDNRA_HUMAN,True,True,False,,,True,,False,,,,,
Q13478,IL18R_HUMAN,True,True,False,,,True,,False,,,,,
P22223,CADH3_HUMAN,True,True,False,,,True,,False,,,,,
Q9UBN6,TR10D_HUMAN,True,True,False,,,True,,False,,,,,
Q7Z5Y6,BMP8A_HUMAN,False,False,True,,,False,,False,,,,,
P06681,CO2_HUMAN,False,False,False,,,False,,False,,,,,
P02549,SPTA1_HUMAN,False,False,False,,,False,,False,,,,,
P35612,ADDB_HUMAN,False,False,True,,,False,,False,,,,,
Q8WTQ1,D104A_HUMAN,False,False,True,,,False,,False,,,,,
Q07352,TISB_HUMAN,False,False,True,,,False,,False,,,,,
P30511,HLAF_HUMAN,True,True,False,,,True,,False,,,,,
P16871,IL7RA_HUMAN,True,True,True,,,True,,False,,,,,
Q4G148,GXLT1_HUMAN,True,True,False,,,False,,False,,,,,
P53420,CO4A4_HUMAN,True,False,True,,,False,,False,,,,,
P07858,CATB_HUMAN,False,False,True,,,False,,False,,,,,
Q9BUF7,CRUM3_HUMAN,True,True,False,,,False,,False,,,,,
P01344,IGF2_HUMAN,False,False,True,,,False,,False,,,,,
O75553,DAB1_HUMAN,False,False,False,,,False,,False,,,,,
Q9NRM6,I17RB_HUMAN,True,True,True,,,True,,False,,,,,
P10912,GHR_HUMAN,True,True,True,,,True,,False,,,,,
P04275,VWF_HUMAN,False,True,True,,,False,,False,,,,,
P00797,RENI_HUMAN,False,False,True,,,False,,False,,,,,
O15197,EPHB6_HUMAN,True,True,True,,,True,,False,,,,,
P07355,ANXA2_HUMAN,False,True,False,,,True,,False,,,,,
Q15077,P2RY6_HUMAN,True,True,False,,,True,,False,,,,,
Q8N4S9,MALD2_HUMAN,False,False,False,,,False,,False,,,,,
P15924,DESP_HUMAN,False,False,False,,,False,,False,,,,,
P07307,ASGR2_HUMAN,True,True,False,,,True,,False,,,,,
Q9P296,C5AR2_HUMAN,True,True,False,,,True,,False,,,,,
Q8NC24,RELL2_HUMAN,False,True,False,,,True,,False,,,,,
P27824,CALX_HUMAN,True,True,False,,,True,,False,,,,,
P48736,PK3CG_HUMAN,True,False,False,,,False,,False,,,,,
P01282,VIP_HUMAN,False,False,True,,,False,,False,,,,,
O14672,ADA10_HUMAN,True,True,False,,,True,,False,,,,,
P42127,ASIP_HUMAN,False,False,False,,,False,,False,,,,,
O95425,SVIL_HUMAN,False,False,False,,,False,,False,,,,,
P43629,KI3L1_HUMAN,True,True,False,,,True,,False,,,,,
Q16625,OCLN_HUMAN,True,False,False,,,False,,False,,,,,
Q5SGD2,PPM1L_HUMAN,False,True,False,,,False,,False,,,,,
Q8N3R9,MPP5_HUMAN,False,False,False,,,False,,False,,,,,
Q9NPA2,MMP25_HUMAN,False,True,True,,,False,,False,,,,,
P19438,TNR1A_HUMAN,True,True,True,,,True,,False,,,,,
Q02246,CNTN2_HUMAN,True,True,True,,,True,,False,,,,,
P16422,EPCAM_HUMAN,True,True,False,,,False,,False,,,,,
O75787,RENR_HUMAN,True,True,False,,,True,,False,,,,,
P39877,PA2G5_HUMAN,False,False,True,,,False,,False,,,,,
P55072,TERA_HUMAN,False,False,False,,,False,,False,,,,,
P26022,PTX3_HUMAN,False,False,True,,,False,,False,,,,,
P12319,FCERA_HUMAN,True,True,False,,,True,,False,,,,,
Q15700,DLG2_HUMAN,True,False,False,,,False,,False,,,,,
Q9UIK4,DAPK2_HUMAN,True,False,True,,,False,,False,,,,,
Q05655,KPCD_HUMAN,False,False,False,,,False,,False,,,,,
Q9ULL4,PLXB3_HUMAN,True,True,False,,,True,,False,,,,,
Q7Z443,PK1L3_HUMAN,True,True,False,,,True,,False,,,,,
Q9ULZ1,APEL_HUMAN,False,False,True,,,False,,False,,,,,
Q9H4A3,WNK1_HUMAN,False,False,False,,,False,,False,,,,,
P04180,LCAT_HUMAN,True,False,False,,,False,,False,,,,,
P78369,CLD10_HUMAN,True,True,False,,,False,,False,,,,,
P15144,AMPN_HUMAN,True,True,False,,,True,,False,,,,,
P41222,PTGDS_HUMAN,False,False,False,,,False,,False,,,,,
Q9BWV1,BOC_HUMAN,True,True,False,,,True,,False,,,,,
P00734,THRB_HUMAN,False,True,True,,,True,,False,,,,,
O60341,KDM1A_HUMAN,False,False,True,,,False,,False,,,,,
Q99988,GDF15_HUMAN,True,True,True,,,False,,False,,,,,
P48023,TNFL6_HUMAN,True,True,True,,,True,,False,,,,,
P08138,TNR16_HUMAN,True,True,False,,,True,,False,,,,,
P67775,PP2AA_HUMAN,False,False,False,,,False,,False,,,,,
P55103,INHBC_HUMAN,False,False,True,,,False,,False,,,,,
P21462,FPR1_HUMAN,True,True,False,,,True,,False,,,,,
O14931,NCTR3_HUMAN,True,True,False,,,True,,False,,,,,
P30464,1B15_HUMAN,True,True,False,,,True,,False,,,,,
Q9NWZ3,IRAK4_HUMAN,False,False,False,,,False,,False,,,,,
Q16288,NTRK3_HUMAN,True,True,False,,,True,,False,,,,,
P31431,SDC4_HUMAN,True,True,False,,,True,,False,,,,,
Q92608,DOCK2_HUMAN,False,False,False,,,False,,False,,,,,
O43320,FGF16_HUMAN,False,False,True,,,False,,False,,,,,
Q9NR61,DLL4_HUMAN,True,True,False,,,False,,False,,,,,
Q05707,COEA1_HUMAN,False,True,True,,,False,,False,,,,,
Q5JTD0,TJAP1_HUMAN,False,False,False,,,False,,False,,,,,
P20618,PSB1_HUMAN,False,False,False,,,False,,False,,,,,
P14649,MYL6B_HUMAN,False,True,False,,,False,,False,,,,,
P21980,TGM2_HUMAN,False,False,False,,,False,,False,,,,,
P16284,PECA1_HUMAN,True,True,False,,,True,,False,,,,,
Q92974,ARHG2_HUMAN,False,False,False,,,False,,False,,,,,
Q9UK23,NAGPA_HUMAN,True,True,True,,,False,,False,,,,,
P46940,IQGA1_HUMAN,False,False,False,,,False,,False,,,,,
P34130,NTF4_HUMAN,False,False,True,,,False,,False,,,,,
O95967,FBLN4_HUMAN,False,False,True,,,False,,False,,,,,
P51817,PRKX_HUMAN,False,False,False,,,False,,False,,,,,
P04156,PRIO_HUMAN,True,True,False,,,True,,False,,,,,
Q9Y5V3,MAGD1_HUMAN,True,True,False,,,True,,False,,,,,
P37840,SYUA_HUMAN,False,False,False,,,False,,False,,,,,
P56750,CLD17_HUMAN,True,False,False,,,False,,False,,,,,
P05120,PAI2_HUMAN,False,True,False,,,False,,False,,,,,
P10082,PYY_HUMAN,False,False,True,,,False,,False,,,,,
P43490,NAMPT_HUMAN,False,False,True,,,False,,False,,,,,
Q86U70,LDB1_HUMAN,False,False,False,,,False,,False,,,,,
Q9HBW0,LPAR2_HUMAN,True,True,False,,,True,,False,,,,,
Q76LX8,ATS13_HUMAN,False,True,False,,,True,,False,,,,,
O60603,TLR2_HUMAN,True,True,False,,,True,,False,,,,,
Q5T4W7,ARTN_HUMAN,False,False,True,,,False,,False,,,,,
P49763,PLGF_HUMAN,False,False,True,,,False,,False,,,,,
P25105,PTAFR_HUMAN,True,True,False,,,True,,False,,,,,
P16333,NCK1_HUMAN,False,False,False,,,False,,False,,,,,
P13688,CEAM1_HUMAN,True,True,True,,,True,,False,,,,,
P11509,CP2A6_HUMAN,True,False,True,,,False,,False,,,,,
P48436,SOX9_HUMAN,False,False,False,,,False,,False,,,,,
Q14332,FZD2_HUMAN,True,True,False,,,True,,False,,,,,
P08246,ELNE_HUMAN,True,True,False,,,False,,False,,,,,
Q96LB0,MRGX3_HUMAN,True,True,False,,,True,,False,,,,,
P36894,BMR1A_HUMAN,True,True,False,,,True,,False,,,,,
Q8TEW0,PARD3_HUMAN,True,False,False,,,False,,False,,,,,
Q9HBM0,VEZA_HUMAN,True,False,False,,,False,,False,,,,,
P57087,JAM2_HUMAN,True,True,False,,,False,,False,,,,,
Q9H2X3,CLC4M_HUMAN,True,True,True,,,True,,False,,,,,
Q9UN42,AT1B4_HUMAN,False,True,False,,,False,,False,,,,,
Q9NPY3,C1QR1_HUMAN,True,True,False,,,True,,False,,,,,
P08185,CBG_HUMAN,True,False,False,,,False,,False,,,,,
Q92882,OSTF1_HUMAN,False,False,False,,,False,,False,,,,,
Q7Z7D3,VTCN1_HUMAN,True,True,False,,,True,,False,,,,,
P23297,S10A1_HUMAN,False,False,True,,,False,,False,,,,,
Q9NZR2,LRP1B_HUMAN,False,True,False,,,True,,False,,,,,
Q14126,DSG2_HUMAN,True,True,False,,,False,,False,,,,,
O43242,PSMD3_HUMAN,False,False,False,,,False,,False,,,,,
P30040,ERP29_HUMAN,False,True,True,,,False,,False,,,,,
Q8TF42,UBS3B_HUMAN,False,False,False,,,False,,False,,,,,
Q9ULB1,NRX1A_HUMAN,False,True,False,,,True,,False,,,,,
P51692,STA5B_HUMAN,False,False,False,,,False,,False,,,,,
Q9P0X4,CAC1I_HUMAN,True,True,False,,,False,,False,,,,,
P35348,ADA1A_HUMAN,True,True,False,,,True,,False,,,,,
P01042,KNG1_HUMAN,False,True,True,,,False,,False,,,,,
P30443,1A01_HUMAN,True,True,False,,,True,,False,,,,,
P13761,2B17_HUMAN,True,True,False,,,True,,False,,,,,
O15269,SPTC1_HUMAN,True,False,False,,,False,,False,,,,,
Q9Y5K6,CD2AP_HUMAN,False,False,False,,,False,,False,,,,,
Q03405,UPAR_HUMAN,True,True,True,,,True,,False,,,,,
P05362,ICAM1_HUMAN,True,True,False,,,True,,False,,,,,
P01891,1A68_HUMAN,True,True,False,,,True,,False,,,,,
P20023,CR2_HUMAN,True,True,True,,,True,,False,,,,,
Q13009,TIAM1_HUMAN,False,False,False,,,False,,False,,,,,
P07339,CATD_HUMAN,False,True,True,,,False,,False,,,,,
P55773,CCL23_HUMAN,False,False,True,,,False,,False,,,,,
Q13976,KGP1_HUMAN,False,False,False,,,False,,False,,,,,
Q9HD43,PTPRH_HUMAN,True,True,False,,,True,,False,,,,,
Q9HB75,PIDD1_HUMAN,True,False,False,,,False,,False,,,,,
O43914,TYOBP_HUMAN,True,True,False,,,True,,False,,,,,
Q6UXB4,CLC4G_HUMAN,True,True,False,,,True,,False,,,,,
O15156,ZBT7B_HUMAN,False,False,False,,,False,,False,,,,,
Q9H3D4,P63_HUMAN,False,False,True,,,False,,False,,,,,
O43525,KCNQ3_HUMAN,True,True,False,,,False,,False,,,,,
Q86XS5,ANGL5_HUMAN,False,False,True,,,False,,False,,,,,
Q96JP5,ZFP91_HUMAN,False,False,True,,,False,,False,,,,,
P29460,IL12B_HUMAN,True,True,True,,,True,,False,,,,,
P01375,TNFA_HUMAN,True,True,True,,,True,,False,,,,,
P12111,CO6A3_HUMAN,False,True,True,,,False,,False,,,,,
Q9UBC7,GALP_HUMAN,False,False,True,,,False,,False,,,,,
Q12913,PTPRJ_HUMAN,True,True,True,,,True,,False,,,,,
P02671,FIBA_HUMAN,False,True,True,,,True,,False,,,,,
Q8IU99,CAHM1_HUMAN,True,False,False,,,False,,False,,,,,
P09919,CSF3_HUMAN,False,False,True,,,False,,False,,,,,
Q14953,KI2S5_HUMAN,True,True,False,,,True,,False,,,,,
Q6TCH7,PAQR3_HUMAN,False,True,False,,,True,,False,,,,,
Q6YHK3,CD109_HUMAN,False,True,False,,,True,,False,,,,,
Q9H209,O10A4_HUMAN,True,True,False,,,True,,False,,,,,
P12110,CO6A2_HUMAN,False,True,True,,,False,,False,,,,,
P27487,DPP4_HUMAN,True,True,True,,,True,,False,,,,,
Q09160,1A80_HUMAN,True,True,False,,,True,,False,,,,,
P06756,ITAV_HUMAN,True,True,False,,,True,,True,,,,,
P01033,TIMP1_HUMAN,False,True,True,,,False,,False,,,,,
P05538,DQB2_HUMAN,True,True,False,,,True,,False,,,,,
P24158,PRTN3_HUMAN,False,False,True,,,False,,False,,,,,
Q13136,LIPA1_HUMAN,False,False,False,,,False,,False,,,,,
Q16620,NTRK2_HUMAN,True,True,False,,,True,,False,,,,,
P16050,LOX15_HUMAN,False,False,False,,,False,,False,,,,,
P06731,CEAM5_HUMAN,True,True,False,,,False,,False,,,,,
Q9H3S1,SEM4A_HUMAN,True,True,False,,,False,,False,,,,,
P06576,ATPB_HUMAN,False,True,False,,,False,,False,,,,,
Q8N6F1,CLD19_HUMAN,False,True,False,,,False,,False,,,,,
P16591,FER_HUMAN,False,False,False,,,False,,False,,,,,
P19875,CXCL2_HUMAN,False,False,True,,,False,,False,,,,,
O14944,EREG_HUMAN,True,True,True,,,False,,False,,,,,
P20800,EDN2_HUMAN,False,False,True,,,False,,False,,,,,
P12235,ADT1_HUMAN,True,False,False,,,False,,False,,,,,
Q9NR96,TLR9_HUMAN,True,True,False,,,True,,False,,,,,
P23946,CMA1_HUMAN,False,False,True,,,False,,False,,,,,
Q9UBX1,CATF_HUMAN,False,False,True,,,False,,False,,,,,
P20309,ACM3_HUMAN,True,True,False,,,True,,False,,,,,
Q9UNK4,PA2GD_HUMAN,False,False,False,,,False,,False,,,,,
Q9UQD0,SCN8A_HUMAN,False,True,False,,,True,,False,,,,,
P23582,ANFC_HUMAN,True,False,True,,,False,,False,,,,,
O75509,TNR21_HUMAN,True,True,False,,,True,,False,,,,,
O43557,TNF14_HUMAN,True,True,True,,,False,,False,,,,,
P30490,1B52_HUMAN,True,True,False,,,True,,False,,,,,
P12883,MYH7_HUMAN,False,False,False,,,False,,False,,,,,
Q02297,NRG1_HUMAN,True,True,True,,,True,,False,,,,,
P53004,BIEA_HUMAN,False,False,True,,,False,,False,,,,,
Q9Y5Q5,CORIN_HUMAN,True,True,False,,,False,,False,,,,,
P30508,1C12_HUMAN,True,True,False,,,True,,False,,,,,
Q9C0A0,CNTP4_HUMAN,False,True,False,,,True,,False,,,,,
Q969Z4,TR19L_HUMAN,False,True,False,,,True,,False,,,,,
O15520,FGF10_HUMAN,False,True,True,,,True,,False,,,,,
P06732,KCRM_HUMAN,True,False,False,,,False,,False,,,,,
P29508,SPB3_HUMAN,False,False,False,,,False,,False,,,,,
P39059,COFA1_HUMAN,False,False,True,,,False,,False,,,,,
O14936,CSKP_HUMAN,True,False,False,,,False,,False,,,,,
P25025,CXCR2_HUMAN,True,True,False,,,True,,False,,,,,
P23471,PTPRZ_HUMAN,True,True,True,,,True,,False,,,,,
Q16827,PTPRO_HUMAN,True,True,True,,,True,,False,,,,,
O95390,GDF11_HUMAN,False,False,True,,,False,,False,,,,,
