gene_name,uniprot,hgnc_symbol,ensembl
CXCL1,P09341,CXCL1,ENSG00000163739
HLA-B,P30466,HLA-B,ENSG00000206450
HTR2B,P41595,HTR2B,ENSG00000135914
COL5A2,P05997,COL5A2,ENSG00000204262
MEPE,Q9NQ76,MEPE,ENSG00000152595
LGALS9,O00182,LGALS9,ENSG00000168961
PDIA4,P13667,PDIA4,ENSG00000155660
COL5A1,P20908,COL5A1,ENSG00000130635
RPH3A,Q9Y2J0,RPH3A,ENSG00000089169
CCKBR,P32239,CCKBR,ENSG00000110148
HOXA7,P31268,HOXA7,ENSG00000122592
TFPI,P10646,TFPI,ENSG00000003436
HLA-B,Q29718,HLA-B,ENSG00000206450
F13A1,P00488,F13A1,ENSG00000124491
MICALL2,Q8IY33,MICALL2,ENSG00000164877
SDC4,P31431,SDC4,ENSG00000124145
PVR,P15151,PVR,ENSG00000073008
HSPD1,P10809,HSPD1,ENSG00000144381
NAGPA,Q9UK23,NAGPA,ENSG00000103174
ADAMTS13,Q76LX8,ADAMTS13,ENSG00000281244
ENTPD1,P49961,ENTPD1,ENSG00000138185
CNTN6,Q9UQ52,CNTN6,ENSG00000134115
NOG,Q13253,NOG,ENSG00000183691
CYSLTR1,Q9Y271,CYSLTR1,ENSG00000173198
CXCR2,P25025,CXCR2,ENSG00000180871
ZYX,Q15942,ZYX,ENSG00000285443
CD40,P25942,CD40,ENSG00000101017
IL34,Q6ZMJ4,IL34,ENSG00000157368
CTLA4,P16410,CTLA4,ENSG00000163599
GDF5,P43026,GDF5,ENSG00000125965
CD274,Q9NZQ7,CD274,ENSG00000120217
ASIP,P42127,ASIP,ENSG00000101440
FGFR2,P21802,FGFR2,ENSG00000066468
PLA2G12B,Q9BX93,PLA2G12B,ENSG00000138308
MAPT,P10636,MAPT,ENSG00000186868
TNFRSF6B,O95407,TNFRSF6B,ENSG00000243509
MMP16,P51512,MMP16,ENSG00000156103
ASAP1,Q9ULH1,ASAP1,ENSG00000153317
TRPV3,Q8NET8,TRPV3,ENSG00000167723
GUCA2A,Q02747,GUCA2A,ENSG00000197273
ACTN4,O43707,ACTN4,ENSG00000130402
CLDN2,P57739,CLDN2,ENSG00000165376
STC1,P52823,STC1,ENSG00000159167
KL,Q9UEF7,KL,ENSG00000133116
PDCD1,Q15116,PDCD1,ENSG00000188389
FKBP4,Q02790,FKBP4,ENSG00000004478
HLA-DMB,P28068,HLA-DMB,ENSG00000239329
SERPINB3,P29508,SERPINB3,ENSG00000057149
VSTM1,Q6UX27,VSTM1,ENSG00000276363
TLR1,Q15399,TLR1,ENSG00000174125
OR10A4,Q9H209,OR10A4,ENSG00000170782
TMPRSS11D,O60235,TMPRSS11D,ENSG00000153802
GPC4,O75487,GPC4,ENSG00000076716
PTPN12,Q05209,PTPN12,ENSG00000127947
EFNA2,O43921,EFNA2,ENSG00000099617
GUCY2F,P51841,GUCY2F,ENSG00000101890
PAG1,Q9NWQ8,PAG1,ENSG00000076641
HLA-DPA1,P20036,HLA-DPA1,ENSG00000228163
NCKAP1L,P55160,NCKAP1L,ENSG00000123338
UTS2R,Q9UKP6,UTS2R,ENSG00000181408
C4B_2,P0C0L5,C4B_2,ENSG00000233312
NFKBIZ,Q9BYH8,NFKBIZ,ENSG00000144802
SERPINE1,P05121,SERPINE1,ENSG00000106366
GHRH,P01286,GHRH,ENSG00000118702
LEP,P41159,LEP,ENSG00000174697
IL17F,Q96PD4,IL17F,ENSG00000112116
GLMN,Q92990,GLMN,ENSG00000174842
CST3,P01034,CST3,ENSG00000101439
PTH,P01270,PTH,ENSG00000152266
KIR2DS5,Q14953,KIR2DS5,ENSG00000283889
NCAM1,P13591,NCAM1,ENSG00000149294
DNAJB6,O75190,DNAJB6,ENSG00000105993
GP6,Q9HCN6,GP6,ENSG00000088053
BCHE,P06276,BCHE,ENSG00000114200
CD44,P16070,CD44,ENSG00000026508
NOTCH3,Q9UM47,NOTCH3,ENSG00000074181
HLA-B,P03989,HLA-B,ENSG00000224608
TH,P07101,TH,ENSG00000180176
GSN,P06396,GSN,ENSG00000148180
CCL8,P80075,CCL8,ENSG00000108700
KLK6,Q92876,KLK6,ENSG00000167755
RTN4R,Q9BZR6,RTN4R,ENSG00000040608
NRTN,Q99748,NRTN,ENSG00000171119
DEFB103B,P81534,DEFB103B,ENSG00000284978
JAK2,O60674,JAK2,ENSG00000096968
IL4,P05112,IL4,ENSG00000113520
IFNA16,P05015,IFNA16,ENSG00000147885
MVP,Q14764,MVP,ENSG00000013364
NME1,P15531,NME1,ENSG00000239672
TYRO3,Q06418,TYRO3,ENSG00000092445
HPR,P00739,HPR,ENSG00000261701
PDLIM1,O00151,PDLIM1,ENSG00000107438
PELI1,Q96FA3,PELI1,ENSG00000197329
CALM1,P0DP23,CALM1,ENSG00000198668
HLA-C,P30510,HLA-C,ENSG00000237022
AIF1,P55008,AIF1,ENSG00000235985
LRRC4B,Q9NT99,LRRC4B,ENSG00000131409
L1CAM,P32004,L1CAM,ENSG00000198910
TNF,P01375,TNF,ENSG00000228321
COL15A1,P39059,COL15A1,ENSG00000204291
FOXA2,Q9Y261,FOXA2,ENSG00000125798
TNFRSF14,Q92956,TNFRSF14,ENSG00000157873
MST1R,Q04912,MST1R,ENSG00000164078
SOD3,P08294,SOD3,ENSG00000109610
TRPC1,P48995,TRPC1,ENSG00000144935
PYY,P10082,PYY,ENSG00000131096
SEMA3B,Q13214,SEMA3B,ENSG00000012171
TNFSF14,O43557,TNFSF14,ENSG00000125735
CEACAM1,P13688,CEACAM1,ENSG00000079385
HLA-DRA,P01903,HLA-DRA,ENSG00000206308
KIR2DS4,P43632,KIR2DS4,ENSG00000284264
CD59,P13987,CD59,ENSG00000085063
CNTNAP1,P78357,CNTNAP1,ENSG00000108797
PTMA,P06454,PTMA,ENSG00000187514
HRAS,P01112,HRAS,ENSG00000174775
MAS1,P04201,MAS1,ENSG00000130368
LIPG,Q9Y5X9,LIPG,ENSG00000101670
KIR2DS4,P43632,KIR2DS4,ENSG00000276634
CTTN,Q14247,CTTN,ENSG00000085733
GALP,Q9UBC7,GALP,ENSG00000197487
VEGFD,O43915,VEGFD,ENSG00000165197
HLA-DRA,P01903,HLA-DRA,ENSG00000227993
IL27RA,Q6UWB1,IL27RA,ENSG00000104998
PRKX,P51817,PRKX,ENSG00000183943
PFN1,P07737,PFN1,ENSG00000108518
NEU3,Q9UQ49,NEU3,ENSG00000162139
ITGA8,P53708,ITGA8,ENSG00000077943
LAIR1,Q6GTX8,LAIR1,ENSG00000274110
CEL,P19835,CEL,ENSG00000170835
C4B_2,P0C0L5,C4B_2,ENSG00000228267
PDIA3,P30101,PDIA3,ENSG00000167004
CHAD,O15335,CHAD,ENSG00000136457
IL13RA2,Q14627,IL13RA2,ENSG00000123496
VAV3,Q9UKW4,VAV3,ENSG00000134215
DLG3,Q92796,DLG3,ENSG00000082458
MACF1,Q9UPN3,MACF1,ENSG00000127603
EPX,P11678,EPX,ENSG00000121053
HLA-B,P30493,HLA-B,ENSG00000206450
LRP11,Q86VZ4,LRP11,ENSG00000120256
RAB13,P51153,RAB13,ENSG00000143545
BCL6,P41182,BCL6,ENSG00000113916
COL18A1,P39060,COL18A1,ENSG00000182871
ADGRG3,Q86Y34,ADGRG3,ENSG00000182885
ICAM2,P13598,ICAM2,ENSG00000108622
MMP3,P08254,MMP3,ENSG00000149968
HLA-DRB1,P20039,HLA-DRB1,ENSG00000206240
LYN,P07948,LYN,ENSG00000254087
KLRC3,Q07444,KLRC3,ENSG00000205810
SST,P61278,SST,ENSG00000157005
PTPN11,Q06124,PTPN11,ENSG00000179295
CCL20,P78556,CCL20,ENSG00000115009
KLRK1,P26718,KLRK1,ENSG00000213809
GRIN2D,O15399,GRIN2D,ENSG00000105464
HLA-B,P30475,HLA-B,ENSG00000223532
LIPC,P11150,LIPC,ENSG00000166035
CD47,Q08722,CD47,ENSG00000196776
KLRC4,O43908,KLRC4,ENSG00000183542
ARHGAP26,Q9UNA1,ARHGAP26,ENSG00000145819
HSPA1A,P0DMV8,HSPA1A,ENSG00000237724
TNXB,P22105,TNXB,ENSG00000229353
LILRB4,Q8NHJ6,LILRB4,ENSG00000275730
HLA-DRA,P01903,HLA-DRA,ENSG00000226260
DSC1,Q08554,DSC1,ENSG00000134765
KIR2DL3,P43628,KIR2DL3,ENSG00000278327
SPN,P16150,SPN,ENSG00000197471
SERPINB5,P36952,SERPINB5,ENSG00000206075
UMOD,P07911,UMOD,ENSG00000169344
SHH,Q15465,SHH,ENSG00000164690
HLA-DPA1,P20036,HLA-DPA1,ENSG00000224103
IL22RA1,Q8N6P7,IL22RA1,ENSG00000142677
GIP,P09681,GIP,ENSG00000159224
HLA-F,P30511,HLA-F,ENSG00000204642
HLA-DMB,P28068,HLA-DMB,ENSG00000234154
KIR3DL2,P43630,KIR3DL2,ENSG00000275416
COLQ,Q9Y215,COLQ,ENSG00000206561
KIR2DS3,Q14952,KIR2DS3,ENSG00000284301
SLC17A7,Q9P2U7,SLC17A7,ENSG00000104888
SPINT1,O43278,SPINT1,ENSG00000166145
GLB1,P16278,GLB1,ENSG00000170266
GXYLT1,Q4G148,GXYLT1,ENSG00000151233
CXCL13,O43927,CXCL13,ENSG00000156234
RNASE3,P12724,RNASE3,ENSG00000169397
CRH,P06850,CRH,ENSG00000147571
IGHM,P01871,IGHM,ENSG00000211899
INS,P01308,INS,ENSG00000254647
MICB,Q29980,MICB,ENSG00000206449
PIP4K2A,P48426,PIP4K2A,ENSG00000150867
RNF128,Q8TEB7,RNF128,ENSG00000133135
CACNG6,Q9BXT2,CACNG6,ENSG00000130433
MAPK15,Q8TD08,MAPK15,ENSG00000274205
SPP1,P10451,SPP1,ENSG00000118785
FZR1,Q9UM11,FZR1,ENSG00000105325
GFER,P55789,GFER,ENSG00000127554
CBFB,Q13951,CBFB,ENSG00000067955
PARD6A,Q9NPB6,PARD6A,ENSG00000102981
PRSS8,Q16651,PRSS8,ENSG00000052344
GPHB5,Q86YW7,GPHB5,ENSG00000179600
IFNAR1,P17181,IFNAR1,ENSG00000142166
MYH11,P35749,MYH11,ENSG00000276480
RLN3,Q8WXF3,RLN3,ENSG00000171136
CXADR,P78310,CXADR,ENSG00000154639
GPR151,Q8TDV0,GPR151,ENSG00000173250
CTRL,P40313,CTRL,ENSG00000141086
GRM1,Q13255,GRM1,ENSG00000152822
FAS,P25445,FAS,ENSG00000026103
PPM1M,Q96MI6,PPM1M,ENSG00000164088
FGF12,P61328,FGF12,ENSG00000114279
IFNK,Q9P0W0,IFNK,ENSG00000147896
LILRA4,P59901,LILRA4,ENSG00000277092
TNR,Q92752,TNR,ENSG00000116147
AQP4,P55087,AQP4,ENSG00000171885
HLA-B,P30498,HLA-B,ENSG00000206450
RNF5,Q99942,RNF5,ENSG00000228907
HLA-F,P30511,HLA-F,ENSG00000237508
KIR2DL4,Q99706,KIR2DL4,ENSG00000283869
AMH,P03971,AMH,ENSG00000104899
EPHB2,P29323,EPHB2,ENSG00000133216
CHFR,Q96EP1,CHFR,ENSG00000072609
TSLP,Q969D9,TSLP,ENSG00000145777
HLA-A,P10316,HLA-A,ENSG00000235657
AGER,Q15109,AGER,ENSG00000234729
SELE,P16581,SELE,ENSG00000007908
SCGB1A1,P11684,SCGB1A1,ENSG00000149021
CHIT1,Q13231,CHIT1,ENSG00000133063
PREX1,Q8TCU6,PREX1,ENSG00000124126
CGB7,P0DN87,CGB7,ENSG00000196337
PEAK1,Q9H792,PEAK1,ENSG00000173517
FYN,P06241,FYN,ENSG00000010810
LIMS1,P48059,LIMS1,ENSG00000169756
ENOX2,Q16206,ENOX2,ENSG00000165675
ADIPOR1,Q96A54,ADIPOR1,ENSG00000159346
CNTNAP2,Q9UHC6,CNTNAP2,ENSG00000278728
CD79B,P40259,CD79B,ENSG00000007312
KIR3DL2,P43630,KIR3DL2,ENSG00000240403
REN,P00797,REN,ENSG00000143839
AMBP,P02760,AMBP,ENSG00000106927
TGFB3,P10600,TGFB3,ENSG00000119699
CFB,P00751,CFB,ENSG00000239754
PPIA,P62937,PPIA,ENSG00000196262
TGFA,P01135,TGFA,ENSG00000163235
TPO,P07202,TPO,ENSG00000115705
MMP9,P14780,MMP9,ENSG00000100985
HP,P00738,HP,ENSG00000257017
CFH,P08603,CFH,ENSG00000000971
RGS2,P41220,RGS2,ENSG00000116741
FTL,P02792,FTL,ENSG00000087086
ADGRV1,Q8WXG9,ADGRV1,ENSG00000164199
C3,P01024,C3,ENSG00000125730
GNB3,P16520,GNB3,ENSG00000111664
SERPIND1,P05546,SERPIND1,ENSG00000099937
DLC1,Q96QB1,DLC1,ENSG00000285265
TLN1,Q9Y490,TLN1,ENSG00000137076
TJAP1,Q5JTD0,TJAP1,ENSG00000137221
SHC1,P29353,SHC1,ENSG00000160691
MFGE8,Q08431,MFGE8,ENSG00000140545
SEMA4A,Q9H3S1,SEMA4A,ENSG00000196189
ITGA3,P26006,ITGA3,ENSG00000005884
CACNA1C,Q13936,CACNA1C,ENSG00000285479
TIE1,P35590,TIE1,ENSG00000066056
APC,P25054,APC,ENSG00000134982
PIF1,Q9H611,PIF1,ENSG00000140451
PLXNA4,Q9HCM2,PLXNA4,ENSG00000221866
DEFB104A,Q8WTQ1,DEFB104A,ENSG00000285034
PLTP,P55058,PLTP,ENSG00000100979
TNFRSF1A,P19438,TNFRSF1A,ENSG00000067182
ENAH,Q8N8S7,ENAH,ENSG00000154380
GAL,P22466,GAL,ENSG00000069482
AIF1,P55008,AIF1,ENSG00000235588
VASP,P50552,VASP,ENSG00000125753
S100A8,P05109,S100A8,ENSG00000143546
CXCL14,O95715,CXCL14,ENSG00000145824
SERPINA5,P05154,SERPINA5,ENSG00000188488
CLEC7A,Q9BXN2,CLEC7A,ENSG00000172243
SLIT1,O75093,SLIT1,ENSG00000187122
PF4V1,P10720,PF4V1,ENSG00000109272
TNFSF18,Q9UNG2,TNFSF18,ENSG00000120337
EEF2,P13639,EEF2,ENSG00000167658
TRIM29,Q14134,TRIM29,ENSG00000137699
ITGA2B,P08514,ITGA2B,ENSG00000005961
KLRF1,Q9NZS2,KLRF1,ENSG00000150045
PTPN6,P29350,PTPN6,ENSG00000111679
LAMC1,P11047,LAMC1,ENSG00000135862
CSNK2B,P67870,CSNK2B,ENSG00000224774
PYGL,P06737,PYGL,ENSG00000100504
CACNA1G,O43497,CACNA1G,ENSG00000006283
IFNE,Q86WN2,IFNE,ENSG00000184995
TGM2,P21980,TGM2,ENSG00000198959
ENO1,P06733,ENO1,ENSG00000074800
STIM1,Q13586,STIM1,ENSG00000167323
CRK,P46108,CRK,ENSG00000167193
SRCIN1,Q9C0H9,SRCIN1,ENSG00000273608
HLA-DMB,P28068,HLA-DMB,ENSG00000226264
MMP11,P24347,MMP11,ENSG00000099953
NCK2,O43639,NCK2,ENSG00000071051
KIR2DL3,P43628,KIR2DL3,ENSG00000277554
LGR6,Q9HBX8,LGR6,ENSG00000133067
NOTCH4,Q99466,NOTCH4,ENSG00000234876
SFN,P31947,SFN,ENSG00000175793
SERPINA3,P01011,SERPINA3,ENSG00000196136
FAM3C,Q92520,FAM3C,ENSG00000196937
P2RX5,Q93086,P2RX5,ENSG00000083454
JAG2,Q9Y219,JAG2,ENSG00000184916
KIR3DS1,Q14943,KIR3DS1,ENSG00000274283
KIR3DS1,Q14943,KIR3DS1,ENSG00000276534
KIR2DS4,P43632,KIR2DS4,ENSG00000275353
TJP3,O95049,TJP3,ENSG00000105289
COPA,P53621,COPA,ENSG00000122218
SOX2,P48431,SOX2,ENSG00000181449
TGFBR2,P37173,TGFBR2,ENSG00000163513
XDH,P47989,XDH,ENSG00000158125
HLA-C,Q9TNN7,HLA-C,ENSG00000206452
GDF2,Q9UK05,GDF2,ENSG00000263761
KIR3DL2,P43630,KIR3DL2,ENSG00000275626
PEBP1,P30086,PEBP1,ENSG00000089220
PTP4A3,O75365,PTP4A3,ENSG00000275575
GABBR1,Q9UBS5,GABBR1,ENSG00000237112
GREM1,O60565,GREM1,ENSG00000166923
MASP2,O00187,MASP2,ENSG00000009724
SKAP1,Q86WV1,SKAP1,ENSG00000141293
WNT7A,O00755,WNT7A,ENSG00000154764
SEMA4F,O95754,SEMA4F,ENSG00000135622
WNT9B,O14905,WNT9B,ENSG00000158955
C4A,P0C0L4,C4A,ENSG00000227746
TNF,P01375,TNF,ENSG00000228849
PKD2,Q13563,PKD2,ENSG00000118762
BMP10,O95393,BMP10,ENSG00000163217
DUOX2,Q9NRD8,DUOX2,ENSG00000140279
ROBO4,Q8WZ75,ROBO4,ENSG00000154133
TNFRSF9,Q07011,TNFRSF9,ENSG00000049249
LAX1,Q8IWV1,LAX1,ENSG00000122188
GZMB,P10144,GZMB,ENSG00000100453
EFNA1,P20827,EFNA1,ENSG00000169242
PTH1R,Q03431,PTH1R,ENSG00000160801
MAPK1,P28482,MAPK1,ENSG00000100030
PON1,P27169,PON1,ENSG00000005421
LTB,Q06643,LTB,ENSG00000223448
ITGB8,P26012,ITGB8,ENSG00000105855
CALHM1,Q8IU99,CALHM1,ENSG00000185933
EPHA2,P29317,EPHA2,ENSG00000142627
CFI,P05156,CFI,ENSG00000205403
MAP3K8,P41279,MAP3K8,ENSG00000107968
SLC52A2,Q9HAB3,SLC52A2,ENSG00000285112
CD19,P15391,CD19,ENSG00000177455
CADM1,Q9BY67,CADM1,ENSG00000182985
KIR2DL4,Q99706,KIR2DL4,ENSG00000275456
CNR2,P34972,CNR2,ENSG00000188822
UGGT1,Q9NYU2,UGGT1,ENSG00000136731
POP1,Q99575,POP1,ENSG00000104356
HLA-B,P10319,HLA-B,ENSG00000224608
LDB3,O75112,LDB3,ENSG00000122367
CD69,Q07108,CD69,ENSG00000110848
KIR3DL1,P43629,KIR3DL1,ENSG00000284426
NGF,P01138,NGF,ENSG00000134259
PRKCA,P17252,PRKCA,ENSG00000154229
PIGR,P01833,PIGR,ENSG00000162896
PTEN,P60484,PTEN,ENSG00000171862
F2RL2,O00254,F2RL2,ENSG00000164220
CD3G,P09693,CD3G,ENSG00000160654
OSM,P13725,OSM,ENSG00000099985
UBA52,P62987,UBA52,ENSG00000221983
PNOC,Q13519,PNOC,ENSG00000168081
CCS,O14618,CCS,ENSG00000173992
INHBB,P09529,INHBB,ENSG00000163083
ECT2,Q9H8V3,ECT2,ENSG00000114346
PLCG1,P19174,PLCG1,ENSG00000124181
SERPINA1,P01009,SERPINA1,ENSG00000197249
SLC25A4,P12235,SLC25A4,ENSG00000151729
ACTB,P60709,ACTB,ENSG00000075624
P2RY12,Q9H244,P2RY12,ENSG00000169313
TPSAB1,Q15661,TPSAB1,ENSG00000172236
LAMC2,Q13753,LAMC2,ENSG00000058085
TEK,Q02763,TEK,ENSG00000120156
KIR2DL3,P43628,KIR2DL3,ENSG00000284504
CLDN4,O14493,CLDN4,ENSG00000189143
CLIC1,O00299,CLIC1,ENSG00000206394
LAMB3,Q13751,LAMB3,ENSG00000196878
BTLA,Q7Z6A9,BTLA,ENSG00000186265
NECTIN3,Q9NQS3,NECTIN3,ENSG00000177707
AIF1,P55008,AIF1,ENSG00000237727
HLA-E,P13747,HLA-E,ENSG00000236632
CER1,O95813,CER1,ENSG00000147869
CRB3,Q9BUF7,CRB3,ENSG00000130545
CD81,P60033,CD81,ENSG00000110651
TRPV4,Q9HBA0,TRPV4,ENSG00000111199
IL23A,Q9NPF7,IL23A,ENSG00000110944
GRM4,Q14833,GRM4,ENSG00000124493
HLA-DRB1,P13761,HLA-DRB1,ENSG00000236884
BST2,Q10589,BST2,ENSG00000130303
LASP1,Q14847,LASP1,ENSG00000002834
PDGFA,P04085,PDGFA,ENSG00000197461
HLA-B,Q29836,HLA-B,ENSG00000234745
CCR5,P51681,CCR5,ENSG00000160791
ELN,P15502,ELN,ENSG00000049540
NPR2,P20594,NPR2,ENSG00000159899
LGR5,O75473,LGR5,ENSG00000139292
COL8A1,P27658,COL8A1,ENSG00000144810
LAIR1,Q6GTX8,LAIR1,ENSG00000276053
CLDN6,P56747,CLDN6,ENSG00000184697
DCC,P43146,DCC,ENSG00000187323
CPA6,Q8N4T0,CPA6,ENSG00000165078
FABP3,P05413,FABP3,ENSG00000121769
IFNGR1,P15260,IFNGR1,ENSG00000027697
GRAP2,O75791,GRAP2,ENSG00000100351
HLA-E,P13747,HLA-E,ENSG00000225201
LAMA3,Q16787,LAMA3,ENSG00000053747
HLA-E,P13747,HLA-E,ENSG00000206493
C5,P01031,C5,ENSG00000106804
SLIT2,O94813,SLIT2,ENSG00000145147
F3,P13726,F3,ENSG00000117525
NPY1R,P25929,NPY1R,ENSG00000164128
RIMS1,Q86UR5,RIMS1,ENSG00000079841
PARVB,Q9HBI1,PARVB,ENSG00000188677
CD1A,P06126,CD1A,ENSG00000158477
RELL2,Q8NC24,RELL2,ENSG00000164620
CCL18,P55774,CCL18,ENSG00000278006
COL1A1,P02452,COL1A1,ENSG00000108821
LAIR1,Q6GTX8,LAIR1,ENSG00000278154
NLRP3,Q96P20,NLRP3,ENSG00000162711
KIR2DS4,P43632,KIR2DS4,ENSG00000275731
PDIA6,Q15084,PDIA6,ENSG00000143870
GPR1,P46091,GPR1,ENSG00000283448
PTHLH,P12272,PTHLH,ENSG00000087494
IGFBP3,P17936,IGFBP3,ENSG00000146674
MICB,Q29980,MICB,ENSG00000227772
ETS1,P14921,ETS1,ENSG00000134954
PSMC3,P17980,PSMC3,ENSG00000165916
HLA-DRB1,Q9GIY3,HLA-DRB1,ENSG00000228080
ADAM12,O43184,ADAM12,ENSG00000148848
EFNA3,P52797,EFNA3,ENSG00000143590
CSNK2B,P67870,CSNK2B,ENSG00000206406
RHOU,Q7L0Q8,RHOU,ENSG00000116574
TNF,P01375,TNF,ENSG00000223952
GABBR1,Q9UBS5,GABBR1,ENSG00000232569
IL17RB,Q9NRM6,IL17RB,ENSG00000056736
KCNK3,O14649,KCNK3,ENSG00000171303
HSD11B1,P28845,HSD11B1,ENSG00000117594
KIR2DL4,Q99706,KIR2DL4,ENSG00000273575
CNTNAP4,Q9C0A0,CNTNAP4,ENSG00000152910
ERBB2,P04626,ERBB2,ENSG00000141736
WNT16,Q9UBV4,WNT16,ENSG00000002745
GNAS,O95467,GNAS,ENSG00000087460
AMOT,Q4VCS5,AMOT,ENSG00000126016
PHB2,Q99623,PHB2,ENSG00000215021
CUZD1,Q86UP6,CUZD1,ENSG00000138161
HLA-B,P30487,HLA-B,ENSG00000224608
SORBS3,O60504,SORBS3,ENSG00000120896
PTGER1,P34995,PTGER1,ENSG00000160951
MFAP5,Q13361,MFAP5,ENSG00000197614
C2,P06681,C2,ENSG00000226560
KEL,P23276,KEL,ENSG00000197993
TSHR,P16473,TSHR,ENSG00000165409
MYH9,P35579,MYH9,ENSG00000100345
ITGA7,Q13683,ITGA7,ENSG00000135424
AIMP1,Q12904,AIMP1,ENSG00000164022
CCL4,P13236,CCL4,ENSG00000277943
ACVR1,Q04771,ACVR1,ENSG00000115170
MYOC,Q99972,MYOC,ENSG00000034971
CHRM2,P08172,CHRM2,ENSG00000181072
TBCD,Q9BTW9,TBCD,ENSG00000141556
TFG,Q92734,TFG,ENSG00000114354
TG,P01266,TG,ENSG00000042832
CLEC1A,Q8NC01,CLEC1A,ENSG00000150048
HLA-E,P13747,HLA-E,ENSG00000230254
DNM2,P50570,DNM2,ENSG00000079805
WNT5B,Q9H1J7,WNT5B,ENSG00000111186
FURIN,P09958,FURIN,ENSG00000140564
FCER1G,P30273,FCER1G,ENSG00000158869
CD1D,P15813,CD1D,ENSG00000158473
MAGI1,Q96QZ7,MAGI1,ENSG00000151276
IDS,P22304,IDS,ENSG00000010404
LOX,P28300,LOX,ENSG00000113083
MSN,P26038,MSN,ENSG00000147065
NCR1,O76036,NCR1,ENSG00000275156
FGF16,O43320,FGF16,ENSG00000196468
KIR2DL2,P43627,KIR2DL2,ENSG00000275914
OMD,Q99983,OMD,ENSG00000127083
EGF,P01133,EGF,ENSG00000138798
TXN,P10599,TXN,ENSG00000136810
TRPC7,Q9HCX4,TRPC7,ENSG00000069018
PTGER2,P43116,PTGER2,ENSG00000125384
MET,P08581,MET,ENSG00000105976
TNFRSF21,O75509,TNFRSF21,ENSG00000146072
PLA2G7,Q13093,PLA2G7,ENSG00000146070
KIR2DS3,Q14952,KIR2DS3,ENSG00000284039
AGER,Q15109,AGER,ENSG00000231268
LPAR6,P43657,LPAR6,ENSG00000139679
PLA2G2E,Q9NZK7,PLA2G2E,ENSG00000188784
MBL2,P11226,MBL2,ENSG00000165471
PROKR2,Q8NFJ6,PROKR2,ENSG00000101292
NTRK2,Q16620,NTRK2,ENSG00000148053
SERPINF2,P08697,SERPINF2,ENSG00000276838
NMS,Q5H8A3,NMS,ENSG00000204640
IL11RA,Q14626,IL11RA,ENSG00000137070
TIAM1,Q13009,TIAM1,ENSG00000156299
RC3H1,Q5TC82,RC3H1,ENSG00000135870
CD58,P19256,CD58,ENSG00000116815
IL7,P13232,IL7,ENSG00000104432
CEBPB,P17676,CEBPB,ENSG00000172216
HLA-A,P30450,HLA-A,ENSG00000206505
FBLIM1,Q8WUP2,FBLIM1,ENSG00000162458
VCL,P18206,VCL,ENSG00000035403
CRHR1,P34998,CRHR1,ENSG00000120088
TYMP,P19971,TYMP,ENSG00000025708
GIT1,Q9Y2X7,GIT1,ENSG00000108262
KIR2DL4,Q99706,KIR2DL4,ENSG00000277750
SCT,P09683,SCT,ENSG00000070031
CACNA1H,O95180,CACNA1H,ENSG00000196557
ADD2,P35612,ADD2,ENSG00000075340
CNTNAP2,Q9UHC6,CNTNAP2,ENSG00000174469
KIR2DL3,P43628,KIR2DL3,ENSG00000275658
PON2,Q15165,PON2,ENSG00000105854
KCNH2,Q12809,KCNH2,ENSG00000055118
NOTCH4,Q99466,NOTCH4,ENSG00000204301
CXCL6,P80162,CXCL6,ENSG00000124875
IL17B,Q9UHF5,IL17B,ENSG00000127743
EDNRB,P24530,EDNRB,ENSG00000136160
CASK,O14936,CASK,ENSG00000147044
HLA-DMB,P28068,HLA-DMB,ENSG00000242092
VSTM1,Q6UX27,VSTM1,ENSG00000275962
JAK3,P52333,JAK3,ENSG00000105639
KCNA3,P22001,KCNA3,ENSG00000177272
ACTN1,P12814,ACTN1,ENSG00000072110
RAB5C,P51148,RAB5C,ENSG00000108774
PLA2G2A,P14555,PLA2G2A,ENSG00000188257
LILRB1,Q8NHL6,LILRB1,ENSG00000277807
HFE,Q30201,HFE,ENSG00000010704
UCN,P55089,UCN,ENSG00000163794
TP63,Q9H3D4,TP63,ENSG00000073282
PRKD1,Q15139,PRKD1,ENSG00000184304
DCN,P07585,DCN,ENSG00000011465
FSHR,P23945,FSHR,ENSG00000170820
USP6,P35125,USP6,ENSG00000129204
GABRA5,P31644,GABRA5,ENSG00000186297
BST1,Q10588,BST1,ENSG00000109743
VSTM1,Q6UX27,VSTM1,ENSG00000276066
MYH11,P35749,MYH11,ENSG00000133392
FGFBP1,Q14512,FGFBP1,ENSG00000137440
PTK7,Q13308,PTK7,ENSG00000112655
PPBP,P02775,PPBP,ENSG00000163736
CEACAM5,P06731,CEACAM5,ENSG00000105388
MICB,Q29980,MICB,ENSG00000231179
CIITA,P33076,CIITA,ENSG00000179583
HLA-DRB1,P13761,HLA-DRB1,ENSG00000229074
CELA1,Q9UNI1,CELA1,ENSG00000139610
IL2,P60568,IL2,ENSG00000109471
AJUBA,Q96IF1,AJUBA,ENSG00000129474
NRXN1,P58400,NRXN1,ENSG00000179915
NPHS1,O60500,NPHS1,ENSG00000161270
HLA-DRB1,P01912,HLA-DRB1,ENSG00000206240
IRAK4,Q9NWZ3,IRAK4,ENSG00000198001
DEFB4B,O15263,DEFB4B,ENSG00000285433
